"№";"Название";"Username";"Тип";"Подписчики";"ER %";"Ср. охват";"Цена поста";"CPM";"Категория";"Ссылка Telegram";"Ссылка TGStat";"Описание"
"5541";"1 224";"moskeevam";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/moskeevam";"https://tgstat.ru/channel/@moskeevam";""
"5542";"1 223";"cmm_pet";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/cmm_pet";"https://tgstat.ru/channel/@cmm_pet";""
"5543";"1 223";"kseniaarikhina";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/kseniaarikhina";"https://tgstat.ru/channel/@kseniaarikhina";""
"5544";"1 223";"Fr853d--isdmMjQy";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Fr853d--isdmMjQy";"https://tgstat.ru/channel/Fr853d--isdmMjQy";""
"5545";"1 222";"heroes_of_mp";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/heroes_of_mp";"https://tgstat.ru/channel/@heroes_of_mp";""
"5546";"1 222";"opensellers";"Канал";"N/A";"16 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/opensellers";"https://tgstat.ru/channel/@opensellers";""
"5547";"1 222";"ShashkinaIrina";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ShashkinaIrina";"https://tgstat.ru/channel/@ShashkinaIrina";""
"5548";"1 221";"opora02";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/opora02";"https://tgstat.ru/channel/@opora02";""
"5549";"1 221";"TAyxxNyk3GpkNjU6";"Канал";"N/A";"9 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/TAyxxNyk3GpkNjU6";"https://tgstat.ru/channel/@TAyxxNyk3GpkNjU6";""
"5550";"1 221";"tutnetwork";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/tutnetwork";"https://tgstat.ru/channel/@tutnetwork";""
"5551";"1 221";"RusLLogistics";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/RusLLogistics";"https://tgstat.ru/channel/@RusLLogistics";""
"5552";"1 221";"atomdamp";"Канал";"N/A";"35 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/atomdamp";"https://tgstat.ru/channel/@atomdamp";""
"5553";"1 220";"kresdvor";"Канал";"N/A";"24 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/kresdvor";"https://tgstat.ru/channel/@kresdvor";""
"5554";"1 220";"KalyginOnline";"Канал";"N/A";"11 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/KalyginOnline";"https://tgstat.ru/channel/@KalyginOnline";""
"5555";"1 220";"rnd2bFunny";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/rnd2bFunny";"https://tgstat.ru/channel/@rnd2bFunny";""
"5556";"1 220";"red_mad_product";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/red_mad_product";"https://tgstat.ru/channel/@red_mad_product";""
"5557";"1 219";"LegalRecipes";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/LegalRecipes";"https://tgstat.ru/channel/@LegalRecipes";""
"5558";"1 219";"delai_raz";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/delai_raz";"https://tgstat.ru/channel/@delai_raz";""
"5559";"1 219";"romanseller_1";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/romanseller_1";"https://tgstat.ru/channel/@romanseller_1";""
"5560";"1 219";"lymmorelight";"Канал";"N/A";"1 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/lymmorelight";"https://tgstat.ru/channel/@lymmorelight";""
"5561";"1 219";"nasha_obuve";"Канал";"N/A";"10 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/nasha_obuve";"https://tgstat.ru/channel/@nasha_obuve";""
"5562";"1 217";"laprida";"Канал";"N/A";"1 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/laprida";"https://tgstat.ru/channel/@laprida";""
"5563";"1 217";"zM3xyHezrCU2NDRi";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/zM3xyHezrCU2NDRi";"https://tgstat.ru/channel/zM3xyHezrCU2NDRi";""
"5564";"1 217";"moibiz_anapa";"Канал";"N/A";"26 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/moibiz_anapa";"https://tgstat.ru/channel/@moibiz_anapa";""
"5565";"1 216";"edmrkt";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/edmrkt";"https://tgstat.ru/channel/@edmrkt";""
"5566";"1 216";"podonailshop";"Канал";"N/A";"1 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/podonailshop";"https://tgstat.ru/channel/@podonailshop";""
"5567";"1 215";"veselovagalinamillion";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/veselovagalinamillion";"https://tgstat.ru/channel/@veselovagalinamillion";""
"5568";"1 215";"legalligatorwb";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/legalligatorwb";"https://tgstat.ru/channel/@legalligatorwb";""
"5569";"1 215";"baerlikekanal";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/baerlikekanal";"https://tgstat.ru/channel/@baerlikekanal";""
"5570";"1 214";"morozovrun";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/morozovrun";"https://tgstat.ru/channel/@morozovrun";""
"5571";"1 214";"AE_condition_chanal";"Канал";"N/A";"11 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/AE_condition_chanal";"https://tgstat.ru/channel/@AE_condition_chanal";""
"5572";"1 212";"danaflex_team";"Канал";"N/A";"1 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/danaflex_team";"https://tgstat.ru/channel/@danaflex_team";""
"5573";"1 212";"Cherry_Taxi";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Cherry_Taxi";"https://tgstat.ru/channel/@Cherry_Taxi";""
"5574";"1 212";"zapusk_natali";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/zapusk_natali";"https://tgstat.ru/channel/@zapusk_natali";""
"5575";"1 212";"Re_memberall";"Канал";"N/A";"27 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Re_memberall";"https://tgstat.ru/channel/@Re_memberall";""
"5576";"1 211";"infomamka";"Канал";"N/A";"9 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/infomamka";"https://tgstat.ru/channel/@infomamka";""
"5577";"1 211";"kadomsky";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/kadomsky";"https://tgstat.ru/channel/@kadomsky";""
"5578";"1 211";"csbkem_channel";"Канал";"N/A";"10 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/csbkem_channel";"https://tgstat.ru/channel/@csbkem_channel";""
"5579";"1 211";"lookkidsbusiness";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/lookkidsbusiness";"https://tgstat.ru/channel/@lookkidsbusiness";""
"5580";"1 210";"motibationshmiznes";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/motibationshmiznes";"https://tgstat.ru/channel/@motibationshmiznes";""
"5581";"1 210";"rbcgrp";"Канал";"N/A";"8 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/rbcgrp";"https://tgstat.ru/channel/@rbcgrp";""
"5582";"1 210";"budtomsk";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/budtomsk";"https://tgstat.ru/channel/@budtomsk";""
"5583";"1 210";"masterbiznes";"Канал";"N/A";"12 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/masterbiznes";"https://tgstat.ru/channel/@masterbiznes";""
"5584";"1 209";"weekendugsk";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/weekendugsk";"https://tgstat.ru/channel/@weekendugsk";""
"5585";"1 209";"VtProp";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/VtProp";"https://tgstat.ru/channel/@VtProp";""
"5586";"1 209";"SelSup_ru";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/SelSup_ru";"https://tgstat.ru/channel/@SelSup_ru";""
"5587";"1 209";"cryptosearchbot_work";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/cryptosearchbot_work";"https://tgstat.ru/channel/@cryptosearchbot_work";""
"5588";"1 208";"denisbobrovv";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/denisbobrovv";"https://tgstat.ru/channel/@denisbobrovv";""
"5589";"1 208";"dinadautova";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/dinadautova";"https://tgstat.ru/channel/@dinadautova";""
"5590";"1 208";"CBSD_Official";"Канал";"N/A";"11 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/CBSD_Official";"https://tgstat.ru/channel/@CBSD_Official";""
"5591";"1 208";"pmexcellence";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/pmexcellence";"https://tgstat.ru/channel/@pmexcellence";""
"5592";"1 207";"ssserbin";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ssserbin";"https://tgstat.ru/channel/@ssserbin";""
"5593";"1 207";"help_sellers";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/help_sellers";"https://tgstat.ru/channel/@help_sellers";""
"5594";"1 206";"chogroomer_business";"Канал";"N/A";"25 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/chogroomer_business";"https://tgstat.ru/channel/@chogroomer_business";""
"5595";"1 206";"travelasproduct";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/travelasproduct";"https://tgstat.ru/channel/@travelasproduct";""
"5596";"1 206";"BoysGirlsBaby";"Канал";"N/A";"23 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/BoysGirlsBaby";"https://tgstat.ru/channel/@BoysGirlsBaby";""
"5597";"1 205";"dfdfdfvd";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/dfdfdfvd";"https://tgstat.ru/channel/@dfdfdfvd";""
"5598";"1 205";"gureewpred";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/gureewpred";"https://tgstat.ru/channel/@gureewpred";""
"5599";"1 205";"eazycheezychannel";"Канал";"N/A";"16 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/eazycheezychannel";"https://tgstat.ru/channel/@eazycheezychannel";""
"5600";"1 205";"electron_business";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/electron_business";"https://tgstat.ru/channel/@electron_business";""
"5601";"1 203";"typicalmila";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/typicalmila";"https://tgstat.ru/channel/@typicalmila";""
"5602";"1 203";"triar_news";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/triar_news";"https://tgstat.ru/channel/@triar_news";""
"5603";"1 202";"tsssms";"Канал";"N/A";"1 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/tsssms";"https://tgstat.ru/channel/@tsssms";""
"5604";"1 201";"AdaptiveStrategy";"Канал";"N/A";"1 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/AdaptiveStrategy";"https://tgstat.ru/channel/@AdaptiveStrategy";""
"5605";"1 201";"karimmirov";"Канал";"N/A";"14 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/karimmirov";"https://tgstat.ru/channel/@karimmirov";""
"5606";"1 201";"hookahchef";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/hookahchef";"https://tgstat.ru/channel/@hookahchef";""
"5607";"1 201";"pavel_petrochenkov";"Канал";"N/A";"25 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/pavel_petrochenkov";"https://tgstat.ru/channel/@pavel_petrochenkov";""
"5608";"1 201";"triers_tracking";"Канал";"N/A";"25 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/triers_tracking";"https://tgstat.ru/channel/@triers_tracking";""
"5609";"1 200";"Biznes_thems";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Biznes_thems";"https://tgstat.ru/channel/@Biznes_thems";""
"5610";"1 200";"foundermodeon";"Канал";"N/A";"10 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/foundermodeon";"https://tgstat.ru/channel/@foundermodeon";""
"5611";"1 200";"uptograde";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/uptograde";"https://tgstat.ru/channel/@uptograde";""
"5612";"1 200";"prostodostavka1";"Канал";"N/A";"9 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/prostodostavka1";"https://tgstat.ru/channel/@prostodostavka1";""
"5613";"1 200";"a_valova";"Канал";"N/A";"14 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/a_valova";"https://tgstat.ru/channel/@a_valova";""
"5614";"1 199";"magazin_duplo";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/magazin_duplo";"https://tgstat.ru/channel/@magazin_duplo";""
"5615";"1 199";"hotellab_io";"Канал";"N/A";"9 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/hotellab_io";"https://tgstat.ru/channel/@hotellab_io";""
"5616";"1 199";"Fsailing";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Fsailing";"https://tgstat.ru/channel/@Fsailing";""
"5617";"1 199";"nekrasovcalc";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/nekrasovcalc";"https://tgstat.ru/channel/@nekrasovcalc";""
"5618";"1 198";"IzoxIlya";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/IzoxIlya";"https://tgstat.ru/channel/@IzoxIlya";""
"5619";"1 198";"sdubovikru";"Канал";"N/A";"29 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/sdubovikru";"https://tgstat.ru/channel/@sdubovikru";""
"5620";"1 198";"Nikita_PRO_WB1";"Канал";"N/A";"68 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Nikita_PRO_WB1";"https://tgstat.ru/channel/@Nikita_PRO_WB1";""
"5621";"1 198";"bizkvartira";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bizkvartira";"https://tgstat.ru/channel/@bizkvartira";""
"5622";"1 198";"seo2cartel";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/seo2cartel";"https://tgstat.ru/channel/@seo2cartel";""
"5623";"1 198";"lok1casbet";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/lok1casbet";"https://tgstat.ru/channel/@lok1casbet";""
"5624";"1 197";"vodolazhskaya_zhanna";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/vodolazhskaya_zhanna";"https://tgstat.ru/channel/@vodolazhskaya_zhanna";""
"5625";"1 197";"collectiveytprivate";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/collectiveytprivate";"https://tgstat.ru/channel/@collectiveytprivate";""
"5626";"1 197";"mr_vladimirfedorov";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/mr_vladimirfedorov";"https://tgstat.ru/channel/@mr_vladimirfedorov";""
"5627";"1 197";"saby_retail";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/saby_retail";"https://tgstat.ru/channel/@saby_retail";""
"5628";"1 197";"shanghai_bg_ltd";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/shanghai_bg_ltd";"https://tgstat.ru/channel/@shanghai_bg_ltd";""
"5629";"1 196";"xwolfper";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/xwolfper";"https://tgstat.ru/channel/@xwolfper";""
"5630";"1 196";"rusprodsoyuz";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/rusprodsoyuz";"https://tgstat.ru/channel/@rusprodsoyuz";""
"5631";"1 196";"startupcollection";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/startupcollection";"https://tgstat.ru/channel/@startupcollection";""
"5632";"1 196";"ivanwbslzv";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ivanwbslzv";"https://tgstat.ru/channel/@ivanwbslzv";""
"5633";"1 195";"bazabizneson";"Канал";"N/A";"30 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bazabizneson";"https://tgstat.ru/channel/@bazabizneson";""
"5634";"1 195";"timetobiz";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/timetobiz";"https://tgstat.ru/channel/@timetobiz";""
"5635";"1 195";"bizservisjob";"Канал";"N/A";"9 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bizservisjob";"https://tgstat.ru/channel/@bizservisjob";""
"5636";"1 194";"FxcTdeWHONBjMjEy";"Канал";"N/A";"19 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/FxcTdeWHONBjMjEy";"https://tgstat.ru/channel/FxcTdeWHONBjMjEy";""
"5637";"1 194";"akselerator_wbozon";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/akselerator_wbozon";"https://tgstat.ru/channel/@akselerator_wbozon";""
"5638";"1 194";"ledycoachclub";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ledycoachclub";"https://tgstat.ru/channel/@ledycoachclub";""
"5639";"1 194";"willenergy";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/willenergy";"https://tgstat.ru/channel/@willenergy";""
"5640";"1 193";"begiksebe_tg";"Канал";"N/A";"10 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/begiksebe_tg";"https://tgstat.ru/channel/@begiksebe_tg";""
"5641";"1 193";"skladno_partners";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/skladno_partners";"https://tgstat.ru/channel/@skladno_partners";""
"5642";"1 193";"pretstart";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/pretstart";"https://tgstat.ru/channel/@pretstart";""
"5643";"1 193";"NEXT_TAXI";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/NEXT_TAXI";"https://tgstat.ru/channel/@NEXT_TAXI";""
"5644";"1 193";"technopolispulse";"Канал";"N/A";"10 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/technopolispulse";"https://tgstat.ru/channel/@technopolispulse";""
"5645";"1 192";"made_by_noskov";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/made_by_noskov";"https://tgstat.ru/channel/@made_by_noskov";""
"5646";"1 191";"invest_analitik";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/invest_analitik";"https://tgstat.ru/channel/@invest_analitik";""
"5647";"1 191";"trifonov_projects";"Канал";"N/A";"8 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/trifonov_projects";"https://tgstat.ru/channel/@trifonov_projects";""
"5648";"1 191";"upravnina";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/upravnina";"https://tgstat.ru/channel/@upravnina";""
"5649";"1 191";"erin_obuchenie_personal";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/erin_obuchenie_personal";"https://tgstat.ru/channel/@erin_obuchenie_personal";""
"5650";"1 191";"creativebusiness22";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/creativebusiness22";"https://tgstat.ru/channel/@creativebusiness22";""
"5651";"1 190";"WILDBERRIESkem";"Канал";"N/A";"28 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/WILDBERRIESkem";"https://tgstat.ru/channel/@WILDBERRIESkem";""
"5652";"1 190";"onlinemarketintelligence";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/onlinemarketintelligence";"https://tgstat.ru/channel/@onlinemarketintelligence";""
"5653";"1 190";"ozon_uvlud";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ozon_uvlud";"https://tgstat.ru/channel/@ozon_uvlud";""
"5654";"1 190";"dikidievent";"Канал";"N/A";"8 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/dikidievent";"https://tgstat.ru/channel/@dikidievent";""
"5655";"1 189";"kucher_ecomotor";"Канал";"N/A";"9 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/kucher_ecomotor";"https://tgstat.ru/channel/@kucher_ecomotor";""
"5656";"1 189";"igi_Community";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/igi_Community";"https://tgstat.ru/channel/@igi_Community";""
"5657";"1 189";"umniiportfel";"Канал";"N/A";"42 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/umniiportfel";"https://tgstat.ru/channel/@umniiportfel";""
"5658";"1 188";"bulatkhamidullin1";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bulatkhamidullin1";"https://tgstat.ru/channel/@bulatkhamidullin1";""
"5659";"1 188";"vafinbulat";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/vafinbulat";"https://tgstat.ru/channel/@vafinbulat";""
"5660";"1 188";"beautySecrety";"Канал";"N/A";"10 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/beautySecrety";"https://tgstat.ru/channel/@beautySecrety";""
"5661";"1 188";"zPhUWJ2UFBVmNmEy";"Канал";"N/A";"28 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/zPhUWJ2UFBVmNmEy";"https://tgstat.ru/channel/@zPhUWJ2UFBVmNmEy";""
"5662";"1 187";"IJKqKK2eZ9JmYTIy";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/IJKqKK2eZ9JmYTIy";"https://tgstat.ru/channel/IJKqKK2eZ9JmYTIy";""
"5663";"1 187";"Kruche4aka";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Kruche4aka";"https://tgstat.ru/channel/@Kruche4aka";""
"5664";"1 187";"connect_moscow";"Канал";"N/A";"29 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/connect_moscow";"https://tgstat.ru/channel/@connect_moscow";""
"5665";"1 187";"oneone_googlesheets";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/oneone_googlesheets";"https://tgstat.ru/channel/@oneone_googlesheets";""
"5666";"1 187";"moneymagical1";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/moneymagical1";"https://tgstat.ru/channel/@moneymagical1";""
"5667";"1 187";"restaroom_ru";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/restaroom_ru";"https://tgstat.ru/channel/@restaroom_ru";""
"5668";"1 187";"OlgaDoroshkevichVselennya";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/OlgaDoroshkevichVselennya";"https://tgstat.ru/channel/@OlgaDoroshkevichVselennya";""
"5669";"1 186";"mobifitness_ru";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/mobifitness_ru";"https://tgstat.ru/channel/@mobifitness_ru";""
"5670";"1 186";"sibiryakclub";"Канал";"N/A";"12 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/sibiryakclub";"https://tgstat.ru/channel/@sibiryakclub";""
"5671";"1 186";"artelvrussia";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/artelvrussia";"https://tgstat.ru/channel/@artelvrussia";""
"5672";"1 186";"marinovichvv";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/marinovichvv";"https://tgstat.ru/channel/@marinovichvv";""
"5673";"1 186";"huge_profit";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/huge_profit";"https://tgstat.ru/channel/@huge_profit";""
"5674";"1 185";"pcarnews";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/pcarnews";"https://tgstat.ru/channel/@pcarnews";""
"5675";"1 185";"get_1000000";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/get_1000000";"https://tgstat.ru/channel/@get_1000000";""
"5676";"1 184";"nG_JE3cuNk45ZWNi";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/nG_JE3cuNk45ZWNi";"https://tgstat.ru/channel/nG_JE3cuNk45ZWNi";""
"5677";"1 184";"eventKhabarovsk";"Канал";"N/A";"13 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/eventKhabarovsk";"https://tgstat.ru/channel/@eventKhabarovsk";""
"5678";"1 184";"startuppolyana";"Канал";"N/A";"11 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/startuppolyana";"https://tgstat.ru/channel/@startuppolyana";""
"5679";"1 183";"academprk";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/academprk";"https://tgstat.ru/channel/@academprk";""
"5680";"1 183";"elenashramko";"Канал";"N/A";"16 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/elenashramko";"https://tgstat.ru/channel/@elenashramko";""
"5681";"1 182";"theoryfirms";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/theoryfirms";"https://tgstat.ru/channel/@theoryfirms";""
